Page #,Question #,Question Text,Answer
188,38,Red Connors played by Edgar Buchanan which cowboys partner,Hopalong Cassidy
188,45,Abbot - Costello routine who's on first name the pitcher,Tomorrow
189,53,Illustrator Sydney Paget created the trademarks of who,Sherlock Holmes Deerstalker
189,55,"Wyatt Earp, Frank James, Abraham Lincoln what actor links",Henry Fonda
189,57,What brought Frosty the Snowman to life,An old silk hat
189,63,In the film industry what is a flipper (used by child actors),False teeth
189,70,In Shakespeare who is Romeos love - before Juliet,Rosaline
189,82,What was the working title of the TV series Dallas,Houston
189,85,Who was known as The man in Black,Johnny Cash
189,86,In Dick Dastardly's Vulture squadron name the mechanic,Clunk he did not talk but whistled
189,91,In Bewitched name Samantha's identical cousin,Serena
189,93,Who got a gold single for the song Daniel in 1973,Elton John
190,3,What's the name of Disney's Little Mermaid,Aerial
190,5,What was Disney's Donald Duck originally called,Donald Drake
190,6,What was the longest running primetime TV drama 20 seasons,Gunsmoke
190,18,Name bald head character that peers over walls saying wot no,Chad
190,31,What is the only silent film to win best picture Oscar,Wings
190,33,Which of Santa's reindeer comes first alphabetically,Comet
190,34,November 28th 1948 what was the first TV western in the USA,Hopalong Cassidy
190,40,In the Simpsons name Ned Flanders wife,Maude
190,44,Terrence Nezman became more famous as who,Stanley Kubrick
190,46,What was the full name of Dr Henry Jekyll's alter ego,Edward Hyde
190,47,In Curse of the Pink Panther who plays Clouseau after surgery,Roger Moore
190,48,In Wacky Races who drove the Turbo Terrific,Peter Perfect
191,51,who was first actress to win Oscar for a non English film,Sophia Loren
191,57,Name the first Bond film not based on an Ian Fleming book,Goldeneye
191,62,In Friends where does Joey keep his favourite book,In the Freezer
191,64,Which silent films stars contract forbade him smiling on screen,Buster Keaton
191,65,Who drove a Rolls Royce with a number plate FAB 1,Parker in\nThunderbirds
191,67,An Antarctic island was named after which cartoon character,Huckleberry Hound
191,71,Baron Silas Greenback was the enemy of which character,Dangermouse
191,72,Which Shakespeare character had a daughter called Jessica,Shylock
191,74,In the original Star Trek who has unrequited love for Mr Spock,Nurse Chapel
191,80,In the original Star Trek series name Spock's mother,Amanda
191,86,Which TV detective kept his gun in a biscuit jar,Jim Rockford
191,87,In Monty Pythons Flying Circus Dinsdale was a giant what,Hedgehog
191,90,In TV series The Prisoner what's the name of the giant balloon,Rover
191,92,In the Rocky films what was the name of Rocky's wife,Adrian
191,95,In Ren and Stimpy what sort of dog is Ren,Chiuhauha
191,97,What was the name of James Bonds housekeeper,May
191,98,Released in 1908 what was the first ever horror film,Dr Jeckyll and Mr\nHyde
192,5,Which city was superman born in,Kryptonopolis
192,6,Which actress was the Connecticut state golf champ at age 16,Katherine Hepburn
192,8,Charles Bronson got acting job because he did what on demand,Belch or Burp
192,16,Who is the alter ego of Henry the mild mannered janitor,Hong Kong Phooey
192,17,Which German city was the setting of Auf Wierdersehn Pet,Dusseldorf
192,26,The Simpsons are the longest running cartoon who is second,The Flintstones
192,34,Which comic strip hero shares his name with a town in Turkey,Batman
192,35,In Bewitched name the witch doctor who treats Samantha,Doctor Bombay
192,37,In Gone With the Wind name Ashley Wilkes plantation,Twelve Oaks
192,49,What is the name of Snoopy's sister,Belle
193,51,Richard Bachman is a pseudonym of which author,Steven King
193,53,Who was once billed as The Atomic Powered Singer,Elvis Presley
193,58,Which TV characters blood pressure was minus 3,Herman Munster
193,62,In which film did Woody Allen direct Sylvester Stallone,Bananas - 1971 – Stallone a punk
193,64,Elvis Presley said big what on a woman turned him off,Feet
193,74,Frodo Baggins was the first to enter Britain using what,Pet Passport he was a dog
193,76,In Only Fools and Horses what is Rodney's middle name,Charlton
193,79,What does the name Dracula mean in Romanian,Son of the Devil
193,81,Who wrote the book Gremlins in 1943 - later filmed,Roald Dahl
193,85,Who sang the theme to The Spy who Loved Me,Carly Simon
193,90,Who wrote the children's book Bedknobs and Broomsticks,Mary Norton
193,93,In a survey what is the most popular UK kids TV programme,The Simpsons
193,98,Who directed the film of Ray Bradbury's Fahrenheit 451,Francois Trufeau
193,100,What does Dorethy have to steal from the wicked witch in oz,Her Broomstick
194,8,Who wrote the novel The Betsy,Harold Robbins
194,10,Nigel Neil created which famous UK Professor in the 50s,Professor Quatermass
194,16,Babba Louey was the sidekick of which cartoon character,Quick Draw McGraw
194,17,If not Shakespeare what links Juliet Cleopatra Mark Antony,Commit Suicide
194,19,Which comic book hero rode a horse called storm,Aquaman storm was a seahorse
194,21,in a famous Disney film who are Flora Fauna and Merryweather,Fairy Godmothers Sleeping Beauty
194,22,John de Lancie played which character in the Star Trek series,Q
194,26,Star which TV show really a programmer written 20 books on it,Buffy Vampire Slayer Sarah Michelle Geller
194,28,A mountain is the symbol of which film company,Paramount
194,32,What is Snoopy's mothers name,Missy
194,33,Who first appeared in the Star Trek episode Space Seed,Khan
194,37,Credits on all Bond films finish with 4 words James Bond what,James Bond will return
194,39,What I did for Love came from which Broadway musical show,Chorus Line
194,40,Which actor studied as a priest then an architect before acting,Anthony Quinn
194,43,What is unusual about the 1965 horror film Incubus,Only one in Esperanto
194,45,Introduced in 1964 name Barbie's sister,Skipper
194,48,Which characters are described as being three apples high,The Smurfs
194,49,In the comic strip Garfield what is the teddy bear’s name,Pooky
195,51,The film Midnight Express is set in which country,Turkey
195,52,Dik Browne is the author of which cartoon strip,Hagar the Horrible
195,62,In which Dickens novel does the character Fezziwig appear,Christmas Carol – Scrooges Boss
195,65,Mimi is the first name of which Warner Bros cartoon character,Roadrunner
195,66,What was Marilyn Munroes original last name,Mortenson
195,67,Valentine Michael Smith is the central character in which book,Heinlein stranger in a strange land
195,73,Michael Bond created which children's character,Paddington Bear
195,76,In the 1944 film National Velvet name Elizabeth Taylor's horse,Pie
195,81,Which character was invented in a comic for Montgomery Ward,Rudolf the red nosed reindeer
195,83,"On ""Sesame Street"," what is the name of Big Bird's teddy bear,Radar
195,84,Which character was born in Riverside Iowa,James Tiberius Kirk
195,86,In Star Trek who rules the Ferengi,Grand Nagus
195,91,In Happy Days what was Potsies full name,Warren Webber
195,95,Which characters were invented in 1957 in Belgium,The Smurfs
195,96,Which playwrite was nicknamed doc,Neil Simon
195,99,Sunrise Sunset came from which Broadway musical show,Fiddler on the Roof
195,100,What was the name of Barbie's first horse,Dancer"
196,2,In you called Jl52020 or 555 2020 in film who would answer,Ghostbusters
196,4,Which western writer created Hopalong Cassidy,Louis L'Amour
196,26,In Sesame street name the detective who often said egad,Sherlock Hemlock
196,32,What was Bruce Lees first Hollywood produced film,Enter the Dragon
196,48,Python film Your mother was a hamster father smelt of what,Elderberries
197,51,In the book Little Women what is the sisters surname,March
197,60,Norse mythology Asgard was home of the Gods what's Midgard,Earth
197,62,Krusty the Clown and Chandler in Friends have an extra what,Nipple
197,64,In the strip cartoon Dilbert name Dilbert's girlfriend,Liz
197,77,What was the name of the changeling on Deep Space Nine,Odo
197,78,In the Flintstones what order did Fred and Barney belong to,Water Buffalos
197,82,Name the son / daughter of Eliot / Ruth Handler,Barbie / Ken yes those dolls
197,86,Hal Jordan was the original alter ego of which comic super hero,Green Lantern now Kyle Rayner
197,89,What fictional planet orbited the red star Negus 12,Superman's Krypton
197,90,Who wrote the book The Puppet Masters later a film,Robert Heinlein
197,92,In the Muppet band Zoot plays which instrument,Saxophone
197,99,In Sesame street name the two headed friendly monster,Frank and Stein
198,1,Walter Wagers novel 58 minutes was the basis for which film,Die Hard 2
198,2,In the Dr Dolittle stories what type of creature was Dab-Dab,Duck
198,6,Name the lion in the Lion the Witch and the Wardrobe,Aslan
198,15,The Dogs of War took its title from which other work,Shakespeare's Julius Caesar
198,18,In Star Trek Voyager what is the shuttlecrafts name,The Delta Flyer
198,20,Who was THE woman to Sherlock Holmes,Irene Adler
198,26,Scott Joplin's music used for the film The Sting name the tune,The Entertainer
198,31,Peter Parker is the alter ego of which superhero,Spiderman
198,43,In which 1960s kids show is The Hood the supervillian,Thunderbirds
198,49,In the Dr Dolittle stories what type of creature was Gub-Gub,Pig
198,50,O'Henry created which western character in a short story,The Cisco Kid
199,51,In Star Trek the Ferengi 10th rule of Acquisition what is eternal,Greed
199,53,What is grandpa Simpsons first name,Abraham
199,57,Where did you find Shadow Speedy Bashful Pokey Pac man Blinky Pinky Inky Clyde,Pac man
199,62,Charles Portis wrote the novel of the film John Wayne's Oscar,True Grit
199,68,Hitchcock appears in a newspaper in Lifeboat who wrote book,John Steinbeck
199,69,Which detective dies in The Final Problem,Sherlock Holmes
199,72,Name the X man who shoots laser beams from his eyes,Cyclops
199,73,Titanic music score sales are greatest which film did it beat,Chariots of Fire – Vangelis
199,76,In Star Trek Generation what does Captain Picard drink,Earl Grey Hot
199,80,Name UK TV show with Jim Hacker and Sir Humphry Appleby,Yes Minister
199,86,The song There is nothing like a dame appears in which musical,South Pacific
199,95,Annika Hansen is which characters name in Star Trek Voyager,Seven of Nine
199,97,Daniel Keys wrote which 1959 Hugo award winning SF novel,Flowers for Algernon
199,98,In the Dr Dolittle stories what type of creature was Too-Too,Owl
199,100,The Character Mary Goodnight was the Bond girl in which film,The man with the golden gun
200,1,In Star Trek Generation who was the chief of security killed off Tasha Yar,
200,10,Richard Hannay hero of the 39 steps is which nationality,Canadian
200,17,The sequel to which famous novel was called 20 years after,The Three Musketeers
200,20,Who captained the sloop The Witch of Endor,Horatio Hornblower
200,24,According to J K Rowling what are muggles,Ordinary people no magic
200,31,Which group of Marvel superheroes fought Doctor Doom,Fantastic Four
200,38,Abel Magwitch and Biddy appear in which Dickens book,Great Expectations
200,39,In the Simpsons name the Police Chief,Chester Wiggum
200,40,In the original Star Trek the Horta was a life form based on what,Silicon
201,58,Who produced and directed the Death Wish series of films,Michael Winner
201,67,Jim Rhodes is the alter ego of which Marvel comic book hero,Iron Man
201,74,Which novel opens and closes with the letters of Robert Walton,Frankenstein
201,75,In Star Trek Deep Space Nine which character had a simbiant,Jadzea Dax
201,81,Which books chief rival is the Encyclopaedia Galactica,Hitchhikers Guide to the Galaxy
201,83,The opening lines of which classic Russian novel are in French,War and Peace eh bien mon prince
201,87,In TS Elliot's book of practical cats name the mystery cat,Macavity
201,96,In Greek mythology Deianeira was the wife of who,Hercules
201,98,Troy McClure appears in which cartoon series,The Simpsons
201,99,Illinois second largest city and a TV detective share what name,Rockford
201,100,In Star Fleet Will Riker plays which musical instrument,Trombone
